<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.04.21	12:00:00	1.17652	1.17684	1.17542	1.17593	11230	0	0
2026.04.21	16:00:00	1.17593	1.17759	1.17405	1.17416	16865	0	0
2026.04.21	20:00:00	1.17415	1.17636	1.17193	1.17431	19346	0	0
2026.04.22	00:00:00	1.17404	1.17514	1.17303	1.17438	5005	0	0
2026.04.22	04:00:00	1.17438	1.17484	1.17375	1.17395	5256	0	0
2026.04.22	08:00:00	1.17395	1.17626	1.17391	1.17538	9899	0	0
2026.04.22	12:00:00	1.17538	1.17574	1.17248	1.17277	11042	0	0
2026.04.22	16:00:00	1.17277	1.17433	1.17100	1.17127	15688	0	0
2026.04.22	20:00:00	1.17127	1.17168	1.17030	1.17062	7156	0	0
2026.04.23	00:00:00	1.17042	1.17137	1.16923	1.17116	6117	0	0
2026.04.23	04:00:00	1.17116	1.17131	1.16949	1.17002	8661	0	0
2026.04.23	08:00:00	1.17001	1.17120	1.16954	1.17016	10298	0	0
2026.04.23	12:00:00	1.17016	1.17023	1.16790	1.16921	14293	0	0
2026.04.23	16:00:00	1.16921	1.17165	1.16824	1.17022	15882	0	0
2026.04.23	20:00:00	1.17023	1.17028	1.16690	1.16824	16944	0	0
2026.04.24	00:00:00	1.16826	1.16885	1.16758	1.16854	3812	0	0
2026.04.24	04:00:00	1.16854	1.16894	1.16728	1.16790	6311	0	0
2026.04.24	08:00:00	1.16792	1.16959	1.16761	1.16897	8313	0	0
2026.04.24	12:00:00	1.16899	1.17185	1.16841	1.17088	12574	0	0
2026.04.24	16:00:00	1.17089	1.17198	1.16986	1.17192	16112	0	0
2026.04.24	20:00:00	1.17191	1.17227	1.17109	1.17225	7642	0	0
2026.04.27	00:00:00	1.16922	1.17170	1.16912	1.17160	4128	0	0
2026.04.27	04:00:00	1.17163	1.17326	1.17163	1.17266	6642	0	0
2026.04.27	08:00:00	1.17266	1.17509	1.17167	1.17485	9647	0	0
2026.04.27	12:00:00	1.17485	1.17549	1.17379	1.17444	9057	0	0
2026.04.27	16:00:00	1.17444	1.17540	1.17251	1.17259	11867	0	0
2026.04.27	20:00:00	1.17260	1.17300	1.17188	1.17200	6664	0	0
2026.04.28	00:00:00	1.17179	1.17271	1.17171	1.17188	3674	0	0
2026.04.28	04:00:00	1.17186	1.17188	1.17078	1.17126	6320	0	0
2026.04.28	08:00:00	1.17126	1.17133	1.16861	1.17022	11395	0	0
2026.04.28	12:00:00	1.17022	1.17022	1.16773	1.16970	13904	0	0
2026.04.28	16:00:00	1.16968	1.17170	1.16886	1.17105	16732	0	0
2026.04.28	20:00:00	1.17104	1.17177	1.17065	1.17126	7458	0	0
2026.04.29	00:00:00	1.17016	1.17207	1.17016	1.17157	2914	0	0
2026.04.29	04:00:00	1.17158	1.17168	1.17044	1.17056	6448	0	0
2026.04.29	08:00:00	1.17056	1.17082	1.16937	1.17002	9442	0	0
2026.04.29	12:00:00	1.17002	1.17096	1.16935	1.16990	10242	0	0
2026.04.29	16:00:00	1.16990	1.17040	1.16824	1.16847	17558	0	0
2026.04.29	20:00:00	1.16848	1.16906	1.16613	1.16750	15103	0	0
2026.04.30	00:00:00	1.16758	1.16892	1.16647	1.16793	5669	0	0
2026.04.30	04:00:00	1.16793	1.16818	1.16551	1.16601	9547	0	0
2026.04.30	08:00:00	1.16600	1.16975	1.16578	1.16800	14273	0	0
2026.04.30	12:00:00	1.16794	1.17195	1.16732	1.16927	26060	0	0
2026.04.30	16:00:00	1.16926	1.17358	1.16818	1.17254	24452	0	0
2026.04.30	20:00:00	1.17254	1.17416	1.17221	1.17304	11243	0	0
2026.05.01	00:00:00	1.17297	1.17347	1.17242	1.17278	4893	0	0
2026.05.01	04:00:00	1.17278	1.17364	1.17252	1.17267	5585	0	0
2026.05.01	08:00:00	1.17267	1.17480	1.17189	1.17435	12365	0	0
2026.05.01	12:00:00	1.17435	1.17689	1.17308	1.17575	11151	0	0
2026.05.01	16:00:00	1.17573	1.17852	1.17377	1.17382	18254	0	0
2026.05.01	20:00:00	1.17382	1.17404	1.17154	1.17194	9498	0	0
2026.05.04	00:00:00	1.17445	1.17486	1.17215	1.17271	6677	0	0
2026.05.04	04:00:00	1.17268	1.17389	1.17201	1.17292	9618	0	0
2026.05.04	08:00:00	1.17291	1.17373	1.17113	1.17192	10685	0	0
